scenario,problem,budget_ratio,arm_id,policy,training_reweighting,runs,primary_score_mean,primary_gain_mean,primary_gain_median,gram_relative_error_mean,gram_error_delta_mean,projection_cost_error_mean,max_principal_angle_mean,effective_sample_size_mean,runtime_seconds_mean
high_leverage_regression,regression,0.1,S0_uniform,uniform,none,3,7.816901227748565,0.0,0.0,0.8775120691875973,0.0,0.09905575947811902,5.107180045048299,60.0,0.017225799999626663
high_leverage_regression,regression,0.1,S1_top_leverage,leverage,none,3,12.484199776007012,-0.699607412141899,-0.36800920415492394,0.30283351135647735,-0.5746785578311199,0.0036088393146588636,1.1001567291230578,60.0,0.00890353333185582
high_leverage_regression,regression,0.1,S2_capped_leverage,capped_leverage,none,3,7.759808899982592,-0.018034073583732223,0.0416468466681919,0.3846498243314191,-0.4928622448561783,0.044861306414623596,3.3972541703819084,60.0,0.01795023333397694
high_leverage_regression,regression,0.1,S3_saturated_leverage,saturated_leverage,none,3,12.398479912851798,-0.6889747130996882,-0.35491962770620783,0.10155114838148961,-0.7759609208061077,0.04711811016917772,4.26798196565968,60.0,0.017370933333343903
high_leverage_regression,regression,0.1,S4_robust_mixture,robust_leverage_mixture,none,3,10.969836457360936,-0.509121925967675,-0.2584177317572732,0.1081638014084773,-0.76934826777912,0.03442212654896661,2.862100803833919,60.0,0.017849500000011176
high_leverage_regression,regression,0.1,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,5.123574507519003,0.2991614312036038,0.39309684867801353,0.1081638014084773,-0.76934826777912,0.03442212654896661,2.862100803833919,37.08146826305647,0.01821643333460088
high_leverage_regression,regression,0.1,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,6.093571771352359,0.16826846352937386,0.3330174936644687,0.4048707665650668,-0.47264130262253046,0.040309883215589,3.0223505913693267,52.932602506151646,0.018081566666902898
high_leverage_regression,regression,0.2,S0_uniform,uniform,none,3,6.254732749395317,0.0,0.0,0.5530092853086671,0.0,0.03848859121360793,2.8627644411511466,120.0,0.015718333334613515
high_leverage_regression,regression,0.2,S1_top_leverage,leverage,none,3,7.95863288679881,-0.3005812729873611,-0.13392862545030523,0.2324569939724815,-0.3205522913361856,0.0026223496521501056,0.921881394471809,120.0,0.00810996666647649
high_leverage_regression,regression,0.2,S2_capped_leverage,capped_leverage,none,3,7.426273772911723,-0.20096445808646693,-0.17848988466303767,0.18098203744850036,-0.3720272478601667,0.010306093350623676,1.742792371817475,120.0,0.01726520000011078
high_leverage_regression,regression,0.2,S3_saturated_leverage,saturated_leverage,none,3,8.058719505572158,-0.3091683067731585,-0.2049424302978822,0.056225539426056674,-0.4967837458826104,0.015537511774767178,2.313747489382763,120.0,0.01707913333181447
high_leverage_regression,regression,0.2,S4_robust_mixture,robust_leverage_mixture,none,3,8.087726797144486,-0.32216075122037197,-0.15699573023867908,0.06334717379405719,-0.48966211151460987,0.011924234270711867,1.8646432277916591,120.0,0.016892666665323002
high_leverage_regression,regression,0.2,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,4.980193199825164,0.1785948510512184,0.18622505526083896,0.06334717379405719,-0.48966211151460987,0.011924234270711867,1.8646432277916591,89.53097963851587,0.016562499998447795
high_leverage_regression,regression,0.2,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,5.882700757594591,0.018764770637938143,-0.016062032007111614,0.1946587249566112,-0.35835056035205587,0.01612332402839078,1.9954064456667158,106.40672145280631,0.016985533333354397
low_rank_regression,regression,0.05,S0_uniform,uniform,none,3,0.809568876976912,0.0,0.0,0.3727762079317478,0.0,0.184065461294481,11.638568396736218,30.0,0.016440900000209997
low_rank_regression,regression,0.05,S1_top_leverage,leverage,none,3,1.3932301198420884,-0.7394032270330171,-0.8137420447914397,0.848603164336506,0.47582695640475814,0.04551336609144652,4.497297489019747,30.0,0.007562266667567504
low_rank_regression,regression,0.05,S2_capped_leverage,capped_leverage,none,3,0.7947609669805095,0.016308912321428396,0.0019262148978384458,0.28178525424158135,-0.0909909536901664,0.13119798930214088,9.419538025504863,30.0,0.01646006666730197
low_rank_regression,regression,0.05,S3_saturated_leverage,saturated_leverage,none,3,0.8297016650779416,-0.02881133438663135,-0.05682650844851901,0.32312595568012553,-0.049650252251622264,0.1277994710220906,8.485504741902933,30.0,0.016141100000822917
low_rank_regression,regression,0.05,S4_robust_mixture,robust_leverage_mixture,none,3,0.831718272831751,-0.03136900642111059,-0.00529740715144956,0.28170980580035504,-0.09106640213139272,0.12769421639734305,8.40067534877551,30.0,0.016139700001076562
low_rank_regression,regression,0.05,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,0.8116840673356345,-0.007238823969957648,0.015572893673630319,0.28170980580035504,-0.09106640213139272,0.12769421639734305,8.40067534877551,24.893286978901642,0.01634123333375707
low_rank_regression,regression,0.05,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,0.8904472402066519,-0.1028173156511593,-0.10132075604177028,0.3400914734373858,-0.032684734494361954,0.14672746053305155,8.555162566069546,27.973747980949543,0.016049100001206778
low_rank_regression,regression,0.1,S0_uniform,uniform,none,3,0.8025497930666047,0.0,0.0,0.22956988166086725,0.0,0.05104935424319227,5.151022436467939,60.0,0.015631466664975353
low_rank_regression,regression,0.1,S1_top_leverage,leverage,none,3,1.094405767520467,-0.3769835448631824,-0.39091765900155806,0.7440584527931375,0.5144885711322703,0.0186360109251144,2.9134779842590217,60.0,0.007598233332828386
low_rank_regression,regression,0.1,S2_capped_leverage,capped_leverage,none,3,0.8669242895324984,-0.08621480051303476,-0.060541544381297004,0.17622780152112358,-0.05334208013974367,0.07193585356344286,6.3283356627209715,60.0,0.016413166666704154
low_rank_regression,regression,0.1,S3_saturated_leverage,saturated_leverage,none,3,0.8692567838921367,-0.09115781047651199,-0.10680758413035514,0.17705532336929072,-0.05251455829157655,0.06679030830576962,6.384176687936901,60.0,0.016624833333480638
low_rank_regression,regression,0.1,S4_robust_mixture,robust_leverage_mixture,none,3,0.833024102706649,-0.04045507459824103,-0.04078983687685704,0.1990982591140241,-0.03047162254684314,0.05743268573010638,5.494300456735307,60.0,0.016348999998929987
low_rank_regression,regression,0.1,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,0.7905360824621139,0.00889831320322008,-0.013934299711197846,0.1990982591140241,-0.03047162254684314,0.05743268573010638,5.494300456735307,47.458597004070675,0.016461333332699724
low_rank_regression,regression,0.1,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,0.8311952779364432,-0.04132066306330517,-0.034521072528141405,0.24621542856658882,0.016645546905721564,0.06227381098517817,5.396982288945341,56.32081582232271,0.016517399999429472
low_rank_regression,regression,0.2,S0_uniform,uniform,none,3,0.7657356287967336,0.0,0.0,0.21471933364160525,0.0,0.022864828604767972,3.71092316087948,120.0,0.015030033333459869
low_rank_regression,regression,0.2,S1_top_leverage,leverage,none,3,0.8973235608206177,-0.17549632253781478,-0.18985222458052423,0.5808346904671816,0.3661153568255764,0.008428778096346444,2.1561387660141746,120.0,0.007770333333610324
low_rank_regression,regression,0.2,S2_capped_leverage,capped_leverage,none,3,0.7940273772132577,-0.03839925344122567,-0.028276261310742477,0.1518740494540367,-0.06284528418756856,0.02385113038337854,3.482440466619112,120.0,0.01658553333375797
low_rank_regression,regression,0.2,S3_saturated_leverage,saturated_leverage,none,3,0.7951614745299572,-0.03843609064263054,-0.03441878857755769,0.12220718616915721,-0.09251214747244806,0.023875623278648464,3.5002506795732025,120.0,0.016540633332624566
low_rank_regression,regression,0.2,S4_robust_mixture,robust_leverage_mixture,none,3,0.8037798662881483,-0.050757984852713385,-0.019536191994977796,0.12157609886520332,-0.09314323477640195,0.02088217440464593,3.087888008039942,120.0,0.01681116666683617
low_rank_regression,regression,0.2,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,0.754798634922872,0.013379452899057592,0.041332142822264224,0.12157609886520332,-0.09314323477640195,0.02088217440464593,3.087888008039942,96.6462688302538,0.01664369999950092
low_rank_regression,regression,0.2,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,0.758218386439423,0.012376973488713841,-0.00754436388650965,0.16110222322542908,-0.05361711041617619,0.024627428749652323,3.975789148311502,112.66481984772132,0.016661466668059195
rare_class_classification,classification,0.05,S0_uniform,uniform,none,3,0.9201404407200497,0.0,0.0,0.3727762079317478,0.0,0.184065461294481,11.638568396736218,30.0,0.01887500000035895
rare_class_classification,classification,0.05,S1_top_leverage,leverage,none,3,0.9872309789837722,0.06709053826372254,0.0024607608406490566,0.848603164336506,0.47582695640475814,0.04551336609144652,4.497297489019747,30.0,0.01138626666700778
rare_class_classification,classification,0.05,S2_capped_leverage,capped_leverage,none,3,0.9759844151813425,0.055843974461292856,0.0037909018355946067,0.28178525424158135,-0.0909909536901664,0.13119798930214088,9.419538025504863,30.0,0.019647466666356195
rare_class_classification,classification,0.05,S3_saturated_leverage,saturated_leverage,none,3,0.9796074051905057,0.05946696447045611,0.0031923383878691425,0.32312595568012553,-0.049650252251622264,0.1277994710220906,8.485504741902933,30.0,0.0195085666673549
rare_class_classification,classification,0.05,S4_robust_mixture,robust_leverage_mixture,none,3,0.953643237710975,0.03350279699092543,-0.00432295823357276,0.28170980580035504,-0.09106640213139272,0.12769421639734305,8.40067534877551,30.0,0.01941413333406672
rare_class_classification,classification,0.05,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,0.9497833717596288,0.029642931039579084,-0.0034583665868581637,0.28170980580035504,-0.09106640213139272,0.12769421639734305,8.40067534877551,24.893286978901642,0.019894299999577925
rare_class_classification,classification,0.05,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,0.9366387152315924,0.01649827451154266,-0.0022612396914072352,0.3400914734373858,-0.032684734494361954,0.14672746053305155,8.555162566069546,27.973747980949543,0.01970846666639166
rare_class_classification,classification,0.1,S0_uniform,uniform,none,3,0.9879757101474979,0.0,0.0,0.22956988166086725,0.0,0.05104935424319227,5.151022436467939,60.0,0.020920333333682112
rare_class_classification,classification,0.1,S1_top_leverage,leverage,none,3,0.9880552969170289,7.958676953090382e-05,0.0025000000000000577,0.7440584527931375,0.5144885711322703,0.0186360109251144,2.9134779842590217,60.0,0.0131593666653013
rare_class_classification,classification,0.1,S2_capped_leverage,capped_leverage,none,3,0.9874364488191304,-0.0005392613283675315,-0.0009310986964619072,0.17622780152112358,-0.05334208013974367,0.07193585356344286,6.3283356627209715,60.0,0.021892999998575153
rare_class_classification,classification,0.1,S3_saturated_leverage,saturated_leverage,none,3,0.9776728998551625,-0.010302810292335448,-0.012569832402234749,0.17705532336929072,-0.05251455829157655,0.06679030830576962,6.384176687936901,60.0,0.022011833333332714
rare_class_classification,classification,0.1,S4_robust_mixture,robust_leverage_mixture,none,3,0.9893028398510242,0.0013271297035262937,0.002327746741154546,0.1990982591140241,-0.03047162254684314,0.05743268573010638,5.494300456735307,60.0,0.021969833334878786
rare_class_classification,classification,0.1,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,0.9887681231710562,0.0007924130235582213,0.004123437084330939,0.1990982591140241,-0.03047162254684314,0.05743268573010638,5.494300456735307,47.458597004070675,0.02166876666645597
rare_class_classification,classification,0.1,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,0.98432704102746,-0.003648669120037843,-0.003059324288374632,0.24621542856658882,0.016645546905721564,0.06227381098517817,5.396982288945341,56.32081582232271,0.022139100000155548
rare_class_classification,classification,0.2,S0_uniform,uniform,none,3,0.9891669622535545,0.0,0.0,0.21471933364160525,0.0,0.022864828604767972,3.71092316087948,120.0,0.01942133333310873
rare_class_classification,classification,0.2,S1_top_leverage,leverage,none,3,0.9914895362241731,0.0023225739706186355,0.002777777777777768,0.5808346904671816,0.3661153568255764,0.008428778096346444,2.1561387660141746,120.0,0.012301633333360465
rare_class_classification,classification,0.2,S2_capped_leverage,capped_leverage,none,3,0.9920916651887323,0.00292470293517777,0.0014583333333333393,0.1518740494540367,-0.06284528418756856,0.02385113038337854,3.482440466619112,120.0,0.021349933334325517
rare_class_classification,classification,0.2,S3_saturated_leverage,saturated_leverage,none,3,0.9893846619963939,0.00021769974283943524,0.001995211492418325,0.12220718616915721,-0.09251214747244806,0.023875623278648464,3.5002506795732025,120.0,0.02101336666601128
rare_class_classification,classification,0.2,S4_robust_mixture,robust_leverage_mixture,none,3,0.990319049096982,0.0011520868434276021,0.0015961691939345712,0.12157609886520332,-0.09314323477640195,0.02088217440464593,3.087888008039942,120.0,0.020629966665486183
rare_class_classification,classification,0.2,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,3,0.9904018503739174,0.001234888120363024,0.0012636339451983503,0.12157609886520332,-0.09314323477640195,0.02088217440464593,3.087888008039942,96.6462688302538,0.020587899999857957
rare_class_classification,classification,0.2,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,3,0.9918474549968964,0.0026804927433418855,0.0021947326416600355,0.16110222322542908,-0.05361711041617619,0.024627428749652323,3.975789148311502,112.66481984772132,0.020396333334550338
