status,scenario,problem,budget_ratio,seed,arm_id,policy,training_reweighting,target_size,selected_size,unique_selected_size,exact_budget,inclusion_saturated_count,inclusion_probability_min,inclusion_probability_max,training_weight_min,training_weight_max,effective_sample_size,rank,gram_relative_error,projection_cost_relative_error,max_principal_angle_degrees,mean_principal_angle_degrees,primary_metric,primary_score,rmse,mae,tail_mae,single_class_sample,runtime_seconds,roc_auc,log_loss
completed,low_rank_regression,regression,0.05,29,S3_saturated_leverage,saturated_leverage,none,30,30,30,True,0,0.0009033839285857804,0.2218541099833033,1.0,1.0,30.0,4,0.25429684177192785,0.16286933271062579,9.663179617788453,5.686677198151573,rmse,0.8810418315455981,0.8810418315455981,0.5796534071411706,0.9254297423082483,False,0.016008200000214856,,
completed,low_rank_regression,regression,0.05,29,S4_robust_mixture,robust_leverage_mixture,none,30,30,30,True,0,0.013177537946439336,0.1788905824874775,1.0,1.0,30.0,4,0.20286977383566202,0.15921087698063663,9.875952060341158,5.506459246805402,rmse,0.8753436110453641,0.8753436110453641,0.5710467257160537,0.9251900538695246,False,0.016004100001737243,,
completed,low_rank_regression,regression,0.05,29,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,30,30,30,True,0,0.013177537946439336,0.1788905824874775,0.3522356659706175,2.5860961113826684,25.075754547461017,4,0.20286977383566202,0.15921087698063663,9.875952060341158,5.506459246805402,rmse,0.8442326333841302,0.8442326333841302,0.5478833927654418,0.9121576095327584,False,0.016134600002260413,,
completed,low_rank_regression,regression,0.05,29,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,30,30,30,True,0,0.022316131019614494,0.08983073932847374,0.6276769540843798,2.0731641212566365,27.861806060750485,4,0.3970940033670133,0.18340476504741357,10.172911297193071,5.926414685206723,rmse,0.9601882818442365,0.9601882818442365,0.6181469437325994,0.9260837617181142,False,0.016006800000468502,,
completed,low_rank_regression,regression,0.05,47,S0_uniform,uniform,none,30,30,30,True,0,0.049999999999999996,0.049999999999999996,1.0,1.0,30.0,4,0.40242324945978836,0.22198959739640667,14.374838493466324,7.960308723037052,rmse,0.7494366592699722,0.7494366592699722,0.5766197742275492,0.7983759298375264,False,0.015523900001426227,,
completed,low_rank_regression,regression,0.05,47,S1_top_leverage,leverage,none,30,30,30,True,30,0.0,1.0,1.0,1.0,30.0,4,0.8456255697442387,0.04630504116661919,4.779649955556801,3.558776326178927,rmse,1.4613478981975945,1.4613478981975945,1.252300286742396,1.1217055726384282,False,0.007484199999453267,,
completed,low_rank_regression,regression,0.05,47,S2_capped_leverage,capped_leverage,none,30,30,30,True,0,0.0010175587505969965,0.12020767814777317,1.0,1.0,30.0,4,0.27454496827148434,0.1314713297367593,12.024513883121553,6.216525419715229,rmse,0.7499130537607902,0.7499130537607902,0.5597924841690164,0.7560369841723251,False,0.016250000000582077,,
completed,low_rank_regression,regression,0.05,47,S3_saturated_leverage,saturated_leverage,none,30,30,30,True,0,0.0009852667485409413,0.22351634855434271,1.0,1.0,30.0,4,0.34331204096881635,0.12534237046377453,10.019212385941097,6.070446926387296,rmse,0.7966830498400707,0.7966830498400707,0.5819674807702699,0.932413900295338,False,0.016168300000572344,,
completed,low_rank_regression,regression,0.05,47,S4_robust_mixture,robust_leverage_mixture,none,30,30,30,True,0,0.013238950061405705,0.18013726141575703,1.0,1.0,30.0,4,0.2908096337804198,0.10956199525177078,7.891587707973901,5.586455037645986,rmse,0.7534067303883474,0.7534067303883474,0.5649339567335702,0.7857877867599111,False,0.016040599999541882,,
completed,low_rank_regression,regression,0.05,47,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,30,30,30,True,0,0.013238950061405705,0.18013726141575703,0.33373879099111114,2.7180411260033663,23.328195749848422,4,0.2908096337804198,0.10956199525177078,7.891587707973901,5.586455037645986,rmse,0.7377657618600402,0.7377657618600402,0.5499846919150914,0.7461974076229284,False,0.016545400001632515,,
completed,low_rank_regression,regression,0.05,47,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,30,30,30,True,0,0.017859554244580765,0.08921944297130566,0.6541383511684029,1.8018339997174084,28.126023372233103,4,0.3118551405711073,0.14457734676145742,7.957019507131529,6.496847886216106,rmse,0.8253701481926243,0.8253701481926243,0.6280765919543108,0.8466534752824639,False,0.015899400001217145,,
completed,low_rank_regression,regression,0.1,11,S0_uniform,uniform,none,60,60,60,True,0,0.09999999999999999,0.09999999999999999,1.0,1.0,60.0,4,0.22255157944983198,0.04842143135536459,4.360399878422388,3.276443508332167,rmse,0.9433042860644696,0.9433042860644696,0.7168218203361042,0.9162256768821354,False,0.015506799998547649,,
completed,low_rank_regression,regression,0.1,11,S1_top_leverage,leverage,none,60,60,60,True,60,0.0,1.0,1.0,1.0,60.0,4,0.7321283742171499,0.01898749939954286,3.29514914439821,2.0486512612558387,rmse,1.1765565680872276,1.1765565680872276,0.9684303936186938,0.8570537015224955,False,0.007482799999706913,,
completed,low_rank_regression,regression,0.1,11,S2_capped_leverage,capped_leverage,none,60,60,60,True,0,0.0022300264855331883,0.2501448258520537,1.0,1.0,60.0,4,0.22282238038567356,0.05937658548272877,5.59023385340509,3.5487328641773934,rmse,0.9285411611029166,0.9285411611029166,0.7338479709655743,0.8167168565004875,False,0.01632640000025276,,
completed,low_rank_regression,regression,0.1,11,S3_saturated_leverage,saturated_leverage,none,60,60,60,True,0,0.0021612861687439772,0.47396349185681197,1.0,1.0,60.0,4,0.20779553164702902,0.0606741021137261,5.354977661923495,3.7321840406710303,rmse,0.9269316570357093,0.9269316570357093,0.7257883856449174,0.787477853771151,False,0.016780200003267964,,
completed,low_rank_regression,regression,0.1,11,S4_robust_mixture,robust_leverage_mixture,none,60,60,60,True,0,0.026620964626557983,0.3804726188926089,1.0,1.0,60.0,4,0.2253877285541119,0.04072704731375162,3.9186815387155507,2.906955562553696,rmse,0.9474785120763718,0.9474785120763718,0.7229172502607281,0.8469134670742205,False,0.016683900001225993,,
completed,low_rank_regression,regression,0.1,11,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,60,60,60,True,0,0.026620964626557983,0.3804726188926089,0.30052916421557474,3.1526178922382315,46.271009537661655,4,0.2253877285541119,0.04072704731375162,3.9186815387155507,2.906955562553696,rmse,0.8634020254356518,0.8634020254356518,0.6378700820895352,0.816572807754474,False,0.016633200000796933,,
completed,low_rank_regression,regression,0.1,11,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,60,60,60,True,0,0.04281877979751498,0.189759076197911,0.6277716333966994,1.9336223410950117,56.207849234121035,4,0.17584679566447634,0.03878855716260959,3.867980433083503,2.9823807836130434,rmse,0.9012811174502554,0.9012811174502554,0.6906603151770273,0.8713505603620864,False,0.016590899998845998,,
completed,low_rank_regression,regression,0.1,29,S0_uniform,uniform,none,60,60,60,True,0,0.09999999999999999,0.09999999999999999,1.0,1.0,60.0,4,0.1802981487733664,0.047609220468616556,4.532065165918149,3.1306833225602215,rmse,0.7782229531515696,0.7782229531515696,0.5339060013982403,0.9184631029486189,False,0.015568799997708993,,
completed,low_rank_regression,regression,0.1,29,S1_top_leverage,leverage,none,60,60,60,True,60,0.0,1.0,1.0,1.0,60.0,4,0.7554603870188883,0.021035312142637135,2.7952666521675673,2.1903689073022043,rmse,1.0824440481788604,1.0824440481788604,0.8527265897244957,1.0582626920227198,False,0.007479600000806386,,
completed,low_rank_regression,regression,0.1,29,S2_capped_leverage,capped_leverage,none,60,60,60,True,0,0.0018504305527247116,0.2367880705410211,1.0,1.0,60.0,4,0.16970552964648547,0.09531054422840801,7.171791259412949,4.544069291556342,rmse,0.944570673521986,0.944570673521986,0.6634866422901184,0.8582541511721871,False,0.01644499999747495,,
completed,low_rank_regression,regression,0.1,29,S3_saturated_leverage,saturated_leverage,none,60,60,60,True,0,0.0018067678571715609,0.4437082199666066,1.0,1.0,60.0,4,0.16885144267438454,0.07757127904654597,7.904911302940856,4.00497227117747,rmse,0.9214335064669101,0.9214335064669101,0.6367009647320634,0.9262007161289748,False,0.016587099999014754,,
completed,low_rank_regression,regression,0.1,29,S4_robust_mixture,robust_leverage_mixture,none,60,60,60,True,0,0.026355075892878672,0.357781164974955,1.0,1.0,60.0,4,0.18046206449051141,0.09488909472677044,7.785779399550088,4.454499658105301,rmse,0.8374848458922625,0.8374848458922625,0.5722875351844466,0.9111455897163427,False,0.016172799998457776,,
completed,low_rank_regression,regression,0.1,29,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,60,60,60,True,0,0.026355075892878672,0.357781164974955,0.3140518990074255,2.3057528616741334,50.09396254573403,4,0.18046206449051141,0.09488909472677044,7.785779399550088,4.454499658105301,rmse,0.8125234504298929,0.8125234504298929,0.5540801464490162,0.9118378448536213,False,0.016209999997954583,,
completed,low_rank_regression,regression,0.1,29,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,60,60,60,True,0,0.04463226203922899,0.17966147865694748,0.6266834324861967,2.06988260308452,55.848777588425314,4,0.2087470761636984,0.07583627155142894,6.632382510131166,3.8773103695550732,rmse,0.8824969042177562,0.8824969042177562,0.5661346658638872,0.9390920749736171,False,0.01669209999818122,,
completed,low_rank_regression,regression,0.1,47,S0_uniform,uniform,none,60,60,60,True,0,0.09999999999999999,0.09999999999999999,1.0,1.0,60.0,4,0.28585991675940337,0.05711741090559568,6.56060226506328,4.0553878210025145,rmse,0.6861221399837745,0.6861221399837745,0.512197351183174,0.6718774587242421,False,0.01581879999866942,,
completed,low_rank_regression,regression,0.1,47,S1_top_leverage,leverage,none,60,60,60,True,60,0.0,1.0,1.0,1.0,60.0,4,0.7445865971433744,0.015885221233163202,2.6500181562112886,2.118542491712847,rmse,1.024216686295313,1.024216686295313,0.8417905283584963,0.9969673557400401,False,0.007832299997971859,,
completed,low_rank_regression,regression,0.1,47,S2_capped_leverage,capped_leverage,none,60,60,60,True,0,0.002035117501193993,0.24041535629554633,1.0,1.0,60.0,4,0.1361554945312117,0.061120430979191794,6.2229818753448765,4.275395596806512,rmse,0.7276610339725926,0.7276610339725926,0.5670681302412693,0.7170577967333152,False,0.016468100002384745,,
completed,low_rank_regression,regression,0.1,47,S3_saturated_leverage,saturated_leverage,none,60,60,60,True,0,0.0019705334970818826,0.44703269710868543,1.0,1.0,60.0,4,0.15451899578645853,0.06212554375703682,5.892641098946355,4.328357980773302,rmse,0.7594051881737908,0.7594051881737908,0.6018309065449914,0.7161217602658185,False,0.016507199998159194,,
completed,low_rank_regression,regression,0.1,47,S4_robust_mixture,robust_leverage_mixture,none,60,60,60,True,0,0.02647790012281141,0.36027452283151407,1.0,1.0,60.0,4,0.191444984297449,0.03668191514979707,4.778440431940284,3.280239423091795,rmse,0.7141089501513127,0.7141089501513127,0.5253249750734544,0.8480246895053819,False,0.016190299997106194,,
completed,low_rank_regression,regression,0.1,47,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,60,60,60,True,0,0.02647790012281141,0.36027452283151407,0.32178278323079906,2.6206688046773476,46.010818928816356,4,0.191444984297449,0.03668191514979707,4.778440431940284,3.280239423091795,rmse,0.6956827715207968,0.6956827715207968,0.4921415959886293,0.8262473385573031,False,0.016540799999347655,,
completed,low_rank_regression,regression,0.1,47,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,60,60,60,True,0,0.03571910848916153,0.1784388859426113,0.6606993719531645,1.8199064308808162,56.90582064442177,4,0.3540524138715917,0.07219660424149596,5.690583923621355,4.5685696384938135,rmse,0.7098078121413179,0.7098078121413179,0.513896224650145,0.7481015053429261,False,0.016269200001261197,,
completed,low_rank_regression,regression,0.2,11,S0_uniform,uniform,none,120,120,120,True,0,0.19999999999999998,0.19999999999999998,1.0,1.0,120.0,4,0.25000415319367714,0.020349852119864516,3.0583660944497426,2.1081815454205124,rmse,0.7442108493526983,0.7442108493526983,0.5422061439256447,0.6897222633189036,False,0.015031800001452211,,
completed,low_rank_regression,regression,0.2,11,S1_top_leverage,leverage,none,120,120,120,True,120,0.0,1.0,1.0,1.0,120.0,4,0.5699603728835235,0.00810250758548134,2.0493879311607923,1.357914449263272,rmse,0.8855009346592695,0.8855009346592695,0.7003563575808778,0.7398779021875425,False,0.007852399998228066,,
completed,low_rank_regression,regression,0.2,11,S2_capped_leverage,capped_leverage,none,120,120,120,True,0,0.0044600529710663766,0.5002896517041074,1.0,1.0,120.0,4,0.14378156023534802,0.02101098111325676,3.054068616888319,2.163116351726746,rmse,0.810534726237737,0.810534726237737,0.6149104922275446,0.7385664165078045,False,0.016838200001075165,,
completed,low_rank_regression,regression,0.2,11,S3_saturated_leverage,saturated_leverage,none,120,120,120,True,0,0.0043225723374879545,0.9479269837136239,1.0,1.0,120.0,4,0.15136209665196254,0.017487197212261527,2.3357042133524772,1.9018168907916602,rmse,0.7864570291022632,0.7864570291022632,0.5835799258602337,0.7646856465659146,False,0.01670939999894472,,
completed,low_rank_regression,regression,0.2,11,S4_robust_mixture,robust_leverage_mixture,none,120,120,120,True,0,0.053241929253115966,0.7609452377852178,1.0,1.0,120.0,4,0.1356121420118893,0.02047493036637883,2.8058102688086,2.0583512848395875,rmse,0.8322851051119863,0.8322851051119863,0.6292400688138179,0.7748876201556424,False,0.017206000000442145,,
completed,low_rank_regression,regression,0.2,11,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,120,120,120,True,0,0.053241929253115966,0.7609452377852178,0.29222967023032304,3.0673595179068722,94.7724911798307,4,0.1356121420118893,0.02047493036637883,2.8058102688086,2.0583512848395875,rmse,0.7781471249355365,0.7781471249355365,0.5704965168767326,0.7613564489461142,False,0.016804200000478886,,
completed,low_rank_regression,regression,0.2,11,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,120,120,120,True,0,0.08563755959502996,0.379518152395822,0.6089849921719825,2.281367233513528,112.24688940107721,4,0.13661858313566588,0.021585545717364672,3.4979153539994,2.188863639134935,rmse,0.7498254468085035,0.7498254468085035,0.5393892289337866,0.7189172103290661,False,0.01691190000201459,,
completed,low_rank_regression,regression,0.2,29,S0_uniform,uniform,none,120,120,120,True,0,0.19999999999999998,0.19999999999999998,1.0,1.0,120.0,4,0.2644754685000122,0.018333351156651134,2.914779363685659,2.019173934095756,rmse,0.8322220891661166,0.8322220891661166,0.5610749240175198,0.9295435077195467,False,0.015171099999861326,,
completed,low_rank_regression,regression,0.2,29,S1_top_leverage,leverage,none,120,120,120,True,120,0.0,1.0,1.0,1.0,120.0,4,0.5945744104152018,0.010189486937043543,2.5320051559855927,1.4219624629058072,rmse,0.9131286910048033,0.9131286910048033,0.6603567812743116,0.8829884271226517,False,0.007860000001528533,,
completed,low_rank_regression,regression,0.2,29,S2_capped_leverage,capped_leverage,none,120,120,120,True,0,0.0037008611054494232,0.4735761410820422,1.0,1.0,120.0,4,0.15477268177648934,0.030440979933160753,3.79537700395148,2.515199216436131,rmse,0.8303926650346631,0.8303926650346631,0.580053269917252,0.8903011192370303,False,0.01656640000146581,,
completed,low_rank_regression,regression,0.2,29,S3_saturated_leverage,saturated_leverage,none,120,120,120,True,0,0.0036135357143431217,0.8874164399332132,1.0,1.0,120.0,4,0.08952309024184012,0.028351357370549744,4.049990784583748,2.5414003955508044,rmse,0.8608661653026985,0.8608661653026985,0.5848201257462403,0.8799158085863936,False,0.016649699999106815,,
completed,low_rank_regression,regression,0.2,29,S4_robust_mixture,robust_leverage_mixture,none,120,120,120,True,0,0.052710151785757345,0.71556232994991,1.0,1.0,120.0,4,0.10225808787530964,0.022816162787447518,3.3660578042695986,2.3211267178332116,rmse,0.844199367650479,0.844199367650479,0.568023951764773,0.9050241519505736,False,0.016499900000781054,,
completed,low_rank_regression,regression,0.2,29,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,120,120,120,True,0,0.052710151785757345,0.71556232994991,0.2829963527472062,2.4908193448289166,99.09077810067461,4,0.10225808787530964,0.022816162787447518,3.3660578042695986,2.3211267178332116,rmse,0.7952659637176809,0.7952659637176809,0.5206682455955671,0.9055625608641844,False,0.01661439999952563,,
completed,low_rank_regression,regression,0.2,29,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,120,120,120,True,0,0.08926452407845797,0.35932295731389496,0.5724454413101967,2.0963385772791683,111.74595451936429,4,0.1975327339929493,0.026848677372285964,3.7549572256041794,2.3411710277784397,rmse,0.8623487814332204,0.8623487814332204,0.570726706909855,0.9510158169212524,False,0.016376600000512553,,
completed,low_rank_regression,regression,0.2,47,S0_uniform,uniform,none,120,120,120,True,0,0.19999999999999998,0.19999999999999998,1.0,1.0,120.0,4,0.1296783792311265,0.029911282537788256,5.159624024503039,2.971797349545459,rmse,0.720773947871386,0.720773947871386,0.5039015517292597,0.8553223541962496,False,0.01488719999906607,,
completed,low_rank_regression,regression,0.2,47,S1_top_leverage,leverage,none,120,120,120,True,120,0.0,1.0,1.0,1.0,120.0,4,0.5779692881028197,0.006994339766514453,1.8870232108961393,1.4258285442750394,rmse,0.8933410567977803,0.8933410567977803,0.7486724635256036,0.7935595365760162,False,0.007598600001074374,,
completed,low_rank_regression,regression,0.2,47,S2_capped_leverage,capped_leverage,none,120,120,120,True,0,0.004070235002387986,0.48083071259109267,1.0,1.0,120.0,4,0.1570679063502728,0.02010143010371811,3.5978757790175386,2.4371016784799924,rmse,0.7411547403673728,0.7411547403673728,0.5485741181370962,0.8701232636550861,False,0.016351999998732936,,
completed,low_rank_regression,regression,0.2,47,S3_saturated_leverage,saturated_leverage,none,120,120,120,True,0,0.003941066994163765,0.8940653942173709,1.0,1.0,120.0,4,0.125736371613669,0.025788315253134124,4.115057040783382,2.658675115452353,rmse,0.7381612291849099,0.7381612291849099,0.5794546694527097,0.7781356834697368,False,0.016262799999822164,,
completed,low_rank_regression,regression,0.2,47,S4_robust_mixture,robust_leverage_mixture,none,120,120,120,True,0,0.05295580024562282,0.7205490456630281,1.0,1.0,120.0,4,0.12685806670841104,0.019355430060111454,3.091795951041628,2.4225408250968874,rmse,0.7348551261019796,0.7348551261019796,0.5496458831278289,0.8281634575071231,False,0.016727599999285303,,
completed,low_rank_regression,regression,0.2,47,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,120,120,120,True,0,0.05295580024562282,0.7205490456630281,0.3192254110296393,2.722571142339558,96.07553721025613,4,0.12685806670841104,0.019355430060111454,3.091795951041628,2.4225408250968874,rmse,0.6909828161153987,0.6909828161153987,0.49989204447259533,0.768404501847995,False,0.016512499998498242,,
completed,low_rank_regression,regression,0.2,47,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,120,120,120,True,0,0.07143821697832306,0.3568777718852226,0.5708211433663228,1.835604364438942,114.00161562272243,4,0.14915535254767207,0.025448063159306335,4.674494865330926,2.7667033560397973,rmse,0.662480931076545,0.662480931076545,0.4725905224073831,0.7127222710451755,False,0.016695900001650443,,
completed,high_leverage_regression,regression,0.05,11,S0_uniform,uniform,none,30,30,30,True,0,0.049999999999999996,0.049999999999999996,1.0,1.0,30.0,4,0.5126084321248203,0.22585752028356473,6.2747556523233285,4.219661639817311,rmse,5.449899928522033,5.449899928522033,1.6135401960569329,7.135708315363544,False,0.015673999998398358,,
completed,high_leverage_regression,regression,0.05,11,S1_top_leverage,leverage,none,30,30,30,True,30,0.0,1.0,1.0,1.0,30.0,4,0.33281715287892244,0.004098477155970634,1.0786117573881309,0.5981966287019397,rmse,25.311054834858606,25.311054834858606,22.583113247468088,26.31836908002963,False,0.007525500001065666,,
completed,high_leverage_regression,regression,0.05,11,S2_capped_leverage,capped_leverage,none,30,30,30,True,0,0.0002990031346298475,0.18672148591213855,1.0,1.0,30.0,4,0.39062831536329395,0.0905125453279469,4.9966041827444805,2.8210711022672896,rmse,9.338569118507174,9.338569118507174,4.068606400018821,11.508193838079409,False,0.016705000001820736,,
completed,high_leverage_regression,regression,0.05,11,S3_saturated_leverage,saturated_leverage,none,30,30,30,True,9,0.00015161149045733721,1.0,1.0,1.0,30.0,4,0.13839866015398794,0.07150353305479819,4.580680178185515,2.485686695811722,rmse,22.28803388867871,22.28803388867871,19.01571806581848,23.614799092996524,False,0.016618599998764694,,
completed,high_leverage_regression,regression,0.05,11,S4_robust_mixture,robust_leverage_mixture,none,30,30,30,True,3,0.012833330957091322,1.0,1.0,1.0,30.0,4,0.2191979607166418,0.08337527557623226,5.156996144212734,2.6084875977854085,rmse,20.306691405413027,20.306691405413027,17.530527094853575,20.254649834611023,False,0.01663669999834383,,
completed,high_leverage_regression,regression,0.05,11,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,30,30,30,True,3,0.012833330957091322,1.0,0.055502550918467064,3.116861505248567,14.705428865665116,4,0.2191979607166418,0.08337527557623226,5.156996144212734,2.6084875977854085,rmse,5.500744883883284,5.500744883883284,3.5183209905326027,7.907400126717874,False,0.01742460000241408,,
completed,high_leverage_regression,regression,0.05,11,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,30,30,30,True,0,0.021897393712888406,0.2549490230557987,0.1920726668133196,1.6869791439127444,26.77134566574382,4,0.3927113437480023,0.11636816788255938,4.904504239484301,2.885004405330888,rmse,7.766163377639714,7.766163377639714,5.633233412230693,10.988770357945343,False,0.018056800003250828,,
completed,high_leverage_regression,regression,0.05,29,S0_uniform,uniform,none,30,30,30,True,0,0.049999999999999996,0.049999999999999996,1.0,1.0,30.0,4,0.5584965385177554,0.28531741664143845,9.289452814410119,5.318930150757285,rmse,4.776264787234319,4.776264787234319,1.1936388211993818,7.060075336148321,False,0.01704010000321432,,
completed,high_leverage_regression,regression,0.05,29,S1_top_leverage,leverage,none,30,30,30,True,30,0.0,1.0,1.0,1.0,30.0,4,0.37479162321004345,0.003912765515884212,1.1525876013758045,0.6224167991918763,rmse,19.959501311445745,19.959501311445745,17.18868318836028,15.943260044199599,False,0.009030500001244945,,
completed,high_leverage_regression,regression,0.05,29,S2_capped_leverage,capped_leverage,none,30,30,30,True,0,0.00027863677530087837,0.15480887407485486,1.0,1.0,30.0,4,1.434148852937856,0.044633419769561325,3.509005827648207,2.095209889364658,rmse,12.62863179759656,12.62863179759656,8.605010597404522,18.235679677344102,False,0.018266399998537963,,
completed,high_leverage_regression,regression,0.05,29,S3_saturated_leverage,saturated_leverage,none,30,30,30,True,8,0.00015116118307211243,1.0,1.0,1.0,30.0,4,0.16395405237947072,0.12640549818798363,5.993829549476631,3.5779862822944932,rmse,19.91842061156526,19.91842061156526,16.456514485798102,18.443302207918286,False,0.01745659999869531,,
completed,high_leverage_regression,regression,0.05,29,S4_robust_mixture,robust_leverage_mixture,none,30,30,30,True,4,0.013362816547371053,1.0,1.0,1.0,30.0,4,0.238664397147026,0.06052659152523043,3.4973686803718826,2.5060759032498594,rmse,14.56555982760426,14.56555982760426,11.182913101848344,13.842404007369487,False,0.018226899999717716,,
completed,high_leverage_regression,regression,0.05,29,S5_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,30,30,30,True,4,0.013362816547371053,1.0,0.051326410735863914,2.695042416031756,15.630987575217256,4,0.238664397147026,0.06052659152523043,3.4973686803718826,2.5060759032498594,rmse,5.9287506824188485,5.9287506824188485,3.1789580761411282,10.26049171763717,False,0.01782939999975497,,
completed,high_leverage_regression,regression,0.05,29,S6_ridge_leverage_ipw,saturated_ridge_leverage,inverse_probability,30,30,30,True,0,0.015919243508460926,0.3138414802416746,0.16961732673305221,2.1416307192079307,25.00672790642872,4,0.588543314456138,0.032604769072108596,3.1227023564762533,1.812727245607734,rmse,8.936230977967867,8.936230977967867,5.999118902062685,12.87190151913553,False,0.017997699997067684,,
completed,high_leverage_regression,regression,0.05,47,S0_uniform,uniform,none,30,30,30,True,0,0.049999999999999996,0.049999999999999996,1.0,1.0,30.0,4,0.6210673824526598,0.42815064351415794,12.243946041919406,7.27477482070176,rmse,4.87780997812861,4.87780997812861,1.3484873692243204,7.500907372916603,False,0.017963300000701565,,
